model,word,layer,n_layers,stratum,representation,n,accuracy,accuracy_sd
qwen2.5-7b,contrast,14,28,all,target,20,0.55,0.18708286933869706
qwen2.5-7b,contrast,14,28,all,combined,20,0.6,0.2
llama-3-8b,country,16,32,all,context,20,0.6,0.25495097567963926
llama-3-8b,country,16,32,all,target,20,0.55,0.18708286933869706
llama-3-8b,country,16,32,all,combined,20,0.6,0.25495097567963926
qwen2.5-7b,country,14,28,all,context,20,0.5,0.27386127875258304
qwen2.5-7b,country,14,28,all,target,20,0.7,0.18708286933869706
qwen2.5-7b,country,14,28,all,combined,20,0.6,0.25495097567963926
llama-3-8b,directly,16,32,all,context,20,0.75,0.22360679774997896
llama-3-8b,directly,16,32,all,target,20,0.9,0.1224744871391589
llama-3-8b,directly,16,32,all,combined,20,0.9,0.1224744871391589
qwen2.5-7b,directly,14,28,all,context,20,0.85,0.1224744871391589
qwen2.5-7b,directly,14,28,all,target,20,0.85,0.1224744871391589
qwen2.5-7b,directly,14,28,all,combined,20,0.85,0.1224744871391589
llama-3-8b,downtown,16,32,all,context,20,0.5,0.31622776601683794
llama-3-8b,downtown,16,32,all,target,20,0.7,0.09999999999999999
llama-3-8b,downtown,16,32,all,combined,20,0.75,0.15811388300841897
qwen2.5-7b,downtown,14,28,all,context,20,0.55,0.2449489742783178
qwen2.5-7b,downtown,14,28,all,target,20,0.55,0.18708286933869706
qwen2.5-7b,downtown,14,28,all,combined,20,0.55,0.18708286933869706
llama-3-8b,even,16,32,all,context,20,0.8,0.09999999999999999
llama-3-8b,even,16,32,all,target,20,0.8,0.18708286933869706
llama-3-8b,even,16,32,all,combined,20,0.9,0.1224744871391589
qwen2.5-7b,even,14,28,all,context,20,0.7,0.2449489742783178
qwen2.5-7b,even,14,28,all,target,20,0.85,0.1224744871391589
qwen2.5-7b,even,14,28,all,combined,20,0.85,0.2
llama-3-8b,failed,16,32,all,context,20,0.35,0.1224744871391589
llama-3-8b,failed,16,32,all,target,20,0.6,0.1224744871391589
llama-3-8b,failed,16,32,all,combined,20,0.5,0.15811388300841897
qwen2.5-7b,failed,14,28,all,context,20,0.45,0.18708286933869708
qwen2.5-7b,failed,14,28,all,target,20,0.6,0.1224744871391589
qwen2.5-7b,failed,14,28,all,combined,20,0.65,0.2
llama-3-8b,female,16,32,all,context,20,0.75,0.0
llama-3-8b,female,16,32,all,target,20,0.85,0.1224744871391589
llama-3-8b,female,16,32,all,combined,20,0.85,0.1224744871391589
qwen2.5-7b,female,14,28,all,context,20,0.8,0.18708286933869706
qwen2.5-7b,female,14,28,all,target,20,0.8,0.09999999999999999
qwen2.5-7b,female,14,28,all,combined,20,0.75,0.15811388300841897
llama-3-8b,function,16,32,all,context,20,0.95,0.09999999999999999
llama-3-8b,function,16,32,all,target,20,0.95,0.09999999999999999
llama-3-8b,function,16,32,all,combined,20,1.0,0.0
qwen2.5-7b,function,14,28,all,context,20,0.9,0.1224744871391589
qwen2.5-7b,function,14,28,all,target,20,0.95,0.09999999999999999
qwen2.5-7b,function,14,28,all,combined,20,1.0,0.0
llama-3-8b,future,16,32,all,context,20,0.7,0.18708286933869706
llama-3-8b,future,16,32,all,target,20,0.85,0.1224744871391589
llama-3-8b,future,16,32,all,combined,20,0.9,0.1224744871391589
qwen2.5-7b,future,14,28,all,context,20,0.7,0.2449489742783178
qwen2.5-7b,future,14,28,all,target,20,0.9,0.1224744871391589
qwen2.5-7b,future,14,28,all,combined,20,0.9,0.1224744871391589
llama-3-8b,generally,16,32,all,context,20,0.65,0.20000000000000004
llama-3-8b,generally,16,32,all,target,20,0.65,0.2
llama-3-8b,generally,16,32,all,combined,20,0.75,0.15811388300841897
qwen2.5-7b,generally,14,28,all,context,20,0.65,0.2
qwen2.5-7b,generally,14,28,all,target,20,0.65,0.2
qwen2.5-7b,generally,14,28,all,combined,20,0.75,0.15811388300841897
llama-3-8b,glass,16,32,all,context,20,0.55,0.18708286933869706
llama-3-8b,glass,16,32,all,target,20,0.8,0.18708286933869706
llama-3-8b,glass,16,32,all,combined,20,0.75,0.27386127875258304
qwen2.5-7b,glass,14,28,all,context,20,0.5,0.15811388300841897
qwen2.5-7b,glass,14,28,all,target,20,0.85,0.1224744871391589
qwen2.5-7b,glass,14,28,all,combined,20,0.75,0.22360679774997896
llama-3-8b,involved,16,32,all,context,20,0.7,0.18708286933869706
llama-3-8b,involved,16,32,all,target,20,0.75,0.15811388300841897
llama-3-8b,involved,16,32,all,combined,20,0.7,0.09999999999999999
qwen2.5-7b,involved,14,28,all,context,20,0.65,0.2
qwen2.5-7b,involved,14,28,all,target,20,0.75,0.15811388300841897
qwen2.5-7b,involved,14,28,all,combined,20,0.7,0.09999999999999999
llama-3-8b,kept,16,32,all,context,20,0.65,0.30000000000000004
llama-3-8b,kept,16,32,all,target,20,0.6,0.1224744871391589
llama-3-8b,kept,16,32,all,combined,20,0.65,0.1224744871391589
qwen2.5-7b,kept,14,28,all,context,20,0.7,0.2449489742783178
qwen2.5-7b,kept,14,28,all,target,20,0.65,0.2
qwen2.5-7b,kept,14,28,all,combined,20,0.5,0.15811388300841897
llama-3-8b,manner,16,32,all,context,20,0.7,0.18708286933869706
llama-3-8b,manner,16,32,all,target,20,0.75,0.0
llama-3-8b,manner,16,32,all,combined,20,0.65,0.1224744871391589
qwen2.5-7b,manner,14,28,all,context,20,0.75,0.22360679774997896
qwen2.5-7b,manner,14,28,all,target,20,0.75,0.15811388300841897
qwen2.5-7b,manner,14,28,all,combined,20,0.65,0.1224744871391589
llama-3-8b,maturity,16,32,all,context,20,1.0,0.0
llama-3-8b,maturity,16,32,all,target,20,0.95,0.09999999999999999
llama-3-8b,maturity,16,32,all,combined,20,0.95,0.09999999999999999
qwen2.5-7b,maturity,14,28,all,context,20,0.9,0.1224744871391589
qwen2.5-7b,maturity,14,28,all,target,20,0.95,0.09999999999999999
qwen2.5-7b,maturity,14,28,all,combined,20,0.95,0.09999999999999999
llama-3-8b,mouth,16,32,all,context,20,0.75,0.22360679774997896
llama-3-8b,mouth,16,32,all,target,20,0.65,0.1224744871391589
llama-3-8b,mouth,16,32,all,combined,20,0.65,0.1224744871391589
qwen2.5-7b,mouth,14,28,all,context,20,0.65,0.1224744871391589
qwen2.5-7b,mouth,14,28,all,target,20,0.65,0.1224744871391589
qwen2.5-7b,mouth,14,28,all,combined,20,0.6,0.1224744871391589
llama-3-8b,music,16,32,all,context,20,0.55,0.2449489742783178
llama-3-8b,music,16,32,all,target,20,0.8,0.09999999999999999
llama-3-8b,music,16,32,all,combined,20,0.7,0.18708286933869706
qwen2.5-7b,music,14,28,all,context,20,0.4,0.1224744871391589
qwen2.5-7b,music,14,28,all,target,20,0.7,0.2449489742783178
qwen2.5-7b,music,14,28,all,combined,20,0.55,0.291547594742265
llama-3-8b,operate,16,32,all,context,20,0.5,0.22360679774997896
llama-3-8b,operate,16,32,all,target,20,0.8,0.2449489742783178
llama-3-8b,operate,16,32,all,combined,20,0.75,0.22360679774997896
qwen2.5-7b,operate,14,28,all,context,20,0.55,0.18708286933869706
qwen2.5-7b,operate,14,28,all,target,20,0.65,0.1224744871391589
qwen2.5-7b,operate,14,28,all,combined,20,0.55,0.18708286933869706
llama-3-8b,pay,16,32,all,context,20,0.7,0.2449489742783178
llama-3-8b,pay,16,32,all,target,20,0.95,0.09999999999999999
llama-3-8b,pay,16,32,all,combined,20,0.9,0.20000000000000004
qwen2.5-7b,pay,14,28,all,context,20,0.7,0.291547594742265
qwen2.5-7b,pay,14,28,all,target,20,0.9,0.20000000000000004
qwen2.5-7b,pay,14,28,all,combined,20,0.8,0.291547594742265
llama-3-8b,permit,16,32,all,context,20,0.85,0.2
llama-3-8b,permit,16,32,all,target,20,0.9,0.1224744871391589
llama-3-8b,permit,16,32,all,combined,20,0.9,0.1224744871391589
qwen2.5-7b,permit,14,28,all,context,20,0.85,0.2
qwen2.5-7b,permit,14,28,all,target,20,0.85,0.1224744871391589
qwen2.5-7b,permit,14,28,all,combined,20,0.9,0.1224744871391589
llama-3-8b,picture,16,32,all,context,20,0.9,0.1224744871391589
llama-3-8b,picture,16,32,all,target,20,0.9,0.20000000000000004
llama-3-8b,picture,16,32,all,combined,20,0.9,0.1224744871391589
qwen2.5-7b,picture,14,28,all,context,20,0.8,0.18708286933869706
qwen2.5-7b,picture,14,28,all,target,20,0.95,0.09999999999999999
qwen2.5-7b,picture,14,28,all,combined,20,0.9,0.1224744871391589
llama-3-8b,production,16,32,all,context,20,0.85,0.2
llama-3-8b,production,16,32,all,target,20,0.9,0.1224744871391589
llama-3-8b,production,16,32,all,combined,20,0.9,0.2
qwen2.5-7b,production,14,28,all,context,20,0.9,0.2
qwen2.5-7b,production,14,28,all,target,20,0.9,0.2
qwen2.5-7b,production,14,28,all,combined,20,0.9,0.2
llama-3-8b,purpose,16,32,all,context,20,0.65,0.2
llama-3-8b,purpose,16,32,all,target,20,0.65,0.1224744871391589
llama-3-8b,purpose,16,32,all,combined,20,0.65,0.1224744871391589
qwen2.5-7b,purpose,14,28,all,context,20,0.65,0.25495097567963926
qwen2.5-7b,purpose,14,28,all,target,20,0.55,0.2449489742783178
qwen2.5-7b,purpose,14,28,all,combined,20,0.75,0.15811388300841897
llama-3-8b,realize,16,32,all,context,20,0.45,0.24494897427831783
llama-3-8b,realize,16,32,all,target,20,0.6,0.2
llama-3-8b,realize,16,32,all,combined,20,0.6,0.30000000000000004
qwen2.5-7b,realize,14,28,all,context,20,0.5,0.22360679774997896
qwen2.5-7b,realize,14,28,all,target,20,0.65,0.25495097567963926
qwen2.5-7b,realize,14,28,all,combined,20,0.55,0.2449489742783178
llama-3-8b,recognize,16,32,all,context,20,0.7,0.291547594742265
llama-3-8b,recognize,16,32,all,target,20,0.75,0.0
llama-3-8b,recognize,16,32,all,combined,20,0.75,0.15811388300841897
qwen2.5-7b,recognize,14,28,all,context,20,0.6,0.30000000000000004
qwen2.5-7b,recognize,14,28,all,target,20,0.8,0.09999999999999999
qwen2.5-7b,recognize,14,28,all,combined,20,0.75,0.15811388300841897
llama-3-8b,said,16,32,all,context,20,0.75,0.27386127875258304
llama-3-8b,said,16,32,all,target,20,0.35,0.1224744871391589
llama-3-8b,said,16,32,all,combined,20,0.55,0.291547594742265
qwen2.5-7b,said,14,28,all,context,20,0.65,0.1224744871391589
qwen2.5-7b,said,14,28,all,target,20,0.5,0.27386127875258304
qwen2.5-7b,said,14,28,all,combined,20,0.65,0.25495097567963926
llama-3-8b,snow,16,32,all,context,20,0.55,0.2449489742783178
llama-3-8b,snow,16,32,all,target,20,0.85,0.1224744871391589
llama-3-8b,snow,16,32,all,combined,20,0.85,0.2
qwen2.5-7b,snow,14,28,all,context,20,0.6,0.2
qwen2.5-7b,snow,14,28,all,target,20,0.75,0.22360679774997896
qwen2.5-7b,snow,14,28,all,combined,20,0.8,0.2449489742783178
llama-3-8b,suggested,16,32,all,context,20,0.4,0.2
llama-3-8b,suggested,16,32,all,target,20,0.7,0.09999999999999999
llama-3-8b,suggested,16,32,all,combined,20,0.6,0.1224744871391589
qwen2.5-7b,suggested,14,28,all,context,20,0.5,0.15811388300841897
qwen2.5-7b,suggested,14,28,all,target,20,0.6,0.25495097567963926
qwen2.5-7b,suggested,14,28,all,combined,20,0.5,0.27386127875258304
llama-3-8b,sun,16,32,all,context,20,0.65,0.1224744871391589
llama-3-8b,sun,16,32,all,target,20,0.8,0.18708286933869706
llama-3-8b,sun,16,32,all,combined,20,0.8,0.18708286933869706
qwen2.5-7b,sun,14,28,all,context,20,0.75,0.15811388300841897
qwen2.5-7b,sun,14,28,all,target,20,0.8,0.18708286933869706
qwen2.5-7b,sun,14,28,all,combined,20,0.8,0.18708286933869706
llama-3-8b,technical,16,32,all,context,20,0.55,0.18708286933869706
llama-3-8b,technical,16,32,all,target,20,0.65,0.33911649915626346
llama-3-8b,technical,16,32,all,combined,20,0.5,0.22360679774997896
qwen2.5-7b,technical,14,28,all,context,20,0.7,0.291547594742265
qwen2.5-7b,technical,14,28,all,target,20,0.6,0.30000000000000004
qwen2.5-7b,technical,14,28,all,combined,20,0.55,0.2449489742783178
llama-3-8b,told,16,32,all,context,20,0.65,0.2
llama-3-8b,told,16,32,all,target,20,0.65,0.1224744871391589
llama-3-8b,told,16,32,all,combined,20,0.55,0.2449489742783178
qwen2.5-7b,told,14,28,all,context,20,0.6,0.1224744871391589
qwen2.5-7b,told,14,28,all,target,20,0.65,0.2
qwen2.5-7b,told,14,28,all,combined,20,0.55,0.09999999999999999
llama-3-8b,university,16,32,all,context,20,0.9,0.1224744871391589
llama-3-8b,university,16,32,all,target,20,0.75,0.15811388300841897
llama-3-8b,university,16,32,all,combined,20,0.9,0.1224744871391589
qwen2.5-7b,university,14,28,all,context,20,0.95,0.09999999999999999
qwen2.5-7b,university,14,28,all,target,20,0.7,0.18708286933869706
qwen2.5-7b,university,14,28,all,combined,20,0.9,0.2
llama-3-8b,west,16,32,all,context,20,0.95,0.09999999999999999
llama-3-8b,west,16,32,all,target,20,0.95,0.09999999999999999
llama-3-8b,west,16,32,all,combined,20,0.95,0.09999999999999999
qwen2.5-7b,west,14,28,all,context,20,0.9,0.1224744871391589
qwen2.5-7b,west,14,28,all,target,20,1.0,0.0
qwen2.5-7b,west,14,28,all,combined,20,1.0,0.0
llama-3-8b,accepted,16,32,all,context,18,0.55,0.291547594742265
llama-3-8b,accepted,16,32,all,target,18,0.9,0.1224744871391589
llama-3-8b,accepted,16,32,all,combined,18,0.85,0.2
qwen2.5-7b,accepted,14,28,all,context,18,0.4,0.25495097567963926
qwen2.5-7b,accepted,14,28,all,target,18,0.8,0.18708286933869706
qwen2.5-7b,accepted,14,28,all,combined,18,0.65,0.43588989435406733
llama-3-8b,actually,16,32,all,context,18,0.45,0.33166247903554
llama-3-8b,actually,16,32,all,target,18,0.5,0.31622776601683794
llama-3-8b,actually,16,32,all,combined,18,0.55,0.33166247903554
qwen2.5-7b,actually,14,28,all,context,18,0.35,0.25495097567963926
qwen2.5-7b,actually,14,28,all,target,18,0.35,0.2
qwen2.5-7b,actually,14,28,all,combined,18,0.45,0.33166247903554
llama-3-8b,added,16,32,all,context,18,0.4,0.25495097567963926
llama-3-8b,added,16,32,all,target,18,0.7,0.18708286933869706
llama-3-8b,added,16,32,all,combined,18,0.75,0.15811388300841897
qwen2.5-7b,added,14,28,all,context,18,0.5,0.27386127875258304
qwen2.5-7b,added,14,28,all,target,18,0.75,0.15811388300841897
qwen2.5-7b,added,14,28,all,combined,18,0.75,0.15811388300841897
llama-3-8b,aid,16,32,all,context,18,0.85,0.2
llama-3-8b,aid,16,32,all,target,18,0.85,0.2
llama-3-8b,aid,16,32,all,combined,18,0.85,0.2
qwen2.5-7b,aid,14,28,all,context,18,0.85,0.2
qwen2.5-7b,aid,14,28,all,target,18,0.85,0.2
qwen2.5-7b,aid,14,28,all,combined,18,0.85,0.2
llama-3-8b,announced,16,32,all,context,18,0.5,0.27386127875258304
llama-3-8b,announced,16,32,all,target,18,0.55,0.33166247903554
llama-3-8b,announced,16,32,all,combined,18,0.45,0.24494897427831783
qwen2.5-7b,announced,14,28,all,context,18,0.6,0.3391164991562634
qwen2.5-7b,announced,14,28,all,target,18,0.65,0.3741657386773941
qwen2.5-7b,announced,14,28,all,combined,18,0.55,0.33166247903554
llama-3-8b,areas,16,32,all,context,18,0.55,0.33166247903554
llama-3-8b,areas,16,32,all,target,18,0.8,0.18708286933869706
llama-3-8b,areas,16,32,all,combined,18,0.85,0.1224744871391589
qwen2.5-7b,areas,14,28,all,context,18,0.35,0.25495097567963926
qwen2.5-7b,areas,14,28,all,target,18,0.65,0.2
qwen2.5-7b,areas,14,28,all,combined,18,0.6,0.1224744871391589
llama-3-8b,aspects,16,32,all,context,18,0.35,0.25495097567963926
llama-3-8b,aspects,16,32,all,target,18,0.6,0.1224744871391589
llama-3-8b,aspects,16,32,all,combined,18,0.6,0.2
qwen2.5-7b,aspects,14,28,all,context,18,0.3,0.18708286933869708
qwen2.5-7b,aspects,14,28,all,target,18,0.5,0.27386127875258304
qwen2.5-7b,aspects,14,28,all,combined,18,0.5,0.15811388300841897
llama-3-8b,called,16,32,all,context,18,0.4,0.25495097567963926
llama-3-8b,called,16,32,all,target,18,0.65,0.25495097567963926
llama-3-8b,called,16,32,all,combined,18,0.6,0.37416573867739417
qwen2.5-7b,called,14,28,all,context,18,0.6,0.25495097567963926
qwen2.5-7b,called,14,28,all,target,18,0.65,0.25495097567963926
qwen2.5-7b,called,14,28,all,combined,18,0.7,0.4
llama-3-8b,clearly,16,32,all,context,18,0.25,0.22360679774997896
llama-3-8b,clearly,16,32,all,target,18,0.65,0.3391164991562634
llama-3-8b,clearly,16,32,all,combined,18,0.4,0.2
qwen2.5-7b,clearly,14,28,all,context,18,0.35,0.1224744871391589
qwen2.5-7b,clearly,14,28,all,target,18,0.55,0.2449489742783178
qwen2.5-7b,clearly,14,28,all,combined,18,0.35,0.1224744871391589
llama-3-8b,cold,16,32,all,context,18,0.55,0.2449489742783178
llama-3-8b,cold,16,32,all,target,18,0.7,0.2449489742783178
llama-3-8b,cold,16,32,all,combined,18,0.65,0.25495097567963926
qwen2.5-7b,cold,14,28,all,context,18,0.5,0.31622776601683794
qwen2.5-7b,cold,14,28,all,target,18,0.7,0.2449489742783178
qwen2.5-7b,cold,14,28,all,combined,18,0.55,0.2449489742783178
llama-3-8b,completely,16,32,all,context,18,0.45,0.33166247903554
llama-3-8b,completely,16,32,all,target,18,0.3,0.18708286933869708
llama-3-8b,completely,16,32,all,combined,18,0.25,0.22360679774997896
qwen2.5-7b,completely,14,28,all,context,18,0.35,0.2
qwen2.5-7b,completely,14,28,all,target,18,0.4,0.25495097567963926
qwen2.5-7b,completely,14,28,all,combined,18,0.35,0.2
llama-3-8b,continued,16,32,all,context,18,0.5,0.27386127875258304
llama-3-8b,continued,16,32,all,target,18,0.65,0.25495097567963926
llama-3-8b,continued,16,32,all,combined,18,0.6,0.33911649915626346
qwen2.5-7b,continued,14,28,all,context,18,0.7,0.291547594742265
qwen2.5-7b,continued,14,28,all,target,18,0.55,0.3674234614174767
qwen2.5-7b,continued,14,28,all,combined,18,0.7,0.2449489742783178
llama-3-8b,corner,16,32,all,context,18,1.0,0.0
llama-3-8b,corner,16,32,all,target,18,1.0,0.0
llama-3-8b,corner,16,32,all,combined,18,1.0,0.0
qwen2.5-7b,corner,14,28,all,context,18,1.0,0.0
qwen2.5-7b,corner,14,28,all,target,18,1.0,0.0
qwen2.5-7b,corner,14,28,all,combined,18,1.0,0.0
llama-3-8b,culture,16,32,all,context,18,0.4,0.25495097567963926
llama-3-8b,culture,16,32,all,target,18,0.45,0.291547594742265
llama-3-8b,culture,16,32,all,combined,18,0.35,0.30000000000000004
qwen2.5-7b,culture,14,28,all,context,18,0.5,0.27386127875258304
qwen2.5-7b,culture,14,28,all,target,18,0.4,0.2
qwen2.5-7b,culture,14,28,all,combined,18,0.45,0.291547594742265
llama-3-8b,demonstrated,16,32,all,context,18,0.65,0.2
llama-3-8b,demonstrated,16,32,all,target,18,0.55,0.291547594742265
llama-3-8b,demonstrated,16,32,all,combined,18,0.5,0.22360679774997896
qwen2.5-7b,demonstrated,14,28,all,context,18,0.8,0.2449489742783178
qwen2.5-7b,demonstrated,14,28,all,target,18,0.45,0.29154759474226505
qwen2.5-7b,demonstrated,14,28,all,combined,18,0.6,0.1224744871391589
llama-3-8b,described,16,32,all,context,18,0.45,0.3674234614174767
llama-3-8b,described,16,32,all,target,18,0.25,0.27386127875258304
llama-3-8b,described,16,32,all,combined,18,0.45,0.3674234614174767
qwen2.5-7b,described,14,28,all,context,18,0.5,0.15811388300841897
qwen2.5-7b,described,14,28,all,target,18,0.35,0.33911649915626346
qwen2.5-7b,described,14,28,all,combined,18,0.2,0.24494897427831783
llama-3-8b,destroy,16,32,all,context,18,0.3,0.18708286933869708
llama-3-8b,destroy,16,32,all,target,18,0.45,0.18708286933869708
llama-3-8b,destroy,16,32,all,combined,18,0.4,0.2
qwen2.5-7b,destroy,14,28,all,context,18,0.2,0.18708286933869708
qwen2.5-7b,destroy,14,28,all,target,18,0.45,0.18708286933869708
qwen2.5-7b,destroy,14,28,all,combined,18,0.4,0.2
llama-3-8b,direction,16,32,all,context,18,0.9,0.1224744871391589
llama-3-8b,direction,16,32,all,target,18,0.7,0.18708286933869706
llama-3-8b,direction,16,32,all,combined,18,0.8,0.18708286933869706
qwen2.5-7b,direction,14,28,all,context,18,0.85,0.2
qwen2.5-7b,direction,14,28,all,target,18,0.8,0.18708286933869706
qwen2.5-7b,direction,14,28,all,combined,18,0.8,0.18708286933869706
llama-3-8b,dirt,16,32,all,context,18,0.65,0.3741657386773941
llama-3-8b,dirt,16,32,all,target,18,0.8,0.2449489742783178
llama-3-8b,dirt,16,32,all,combined,18,0.7,0.4
qwen2.5-7b,dirt,14,28,all,context,18,0.6,0.3391164991562634
qwen2.5-7b,dirt,14,28,all,target,18,0.8,0.2449489742783178
qwen2.5-7b,dirt,14,28,all,combined,18,0.75,0.31622776601683794
llama-3-8b,education,16,32,all,context,18,0.85,0.2
llama-3-8b,education,16,32,all,target,18,0.75,0.22360679774997896
llama-3-8b,education,16,32,all,combined,18,0.95,0.09999999999999999
